date,time,title,sentiment,label,news_num
20-Nov-25,06:47:39,ส่องพื้นฐาน เทคนิคลงทุน CPALL-CPN - Thunhoon,0.5,positive,1
20-Nov-25,06:54:52,ส่องพื้นฐาน เทคนิคลงทุน CPALL-CPN - facebook.com,0.5,positive,2
20-Nov-25,11:23:17,CLSA ชู CPALL–CPN ท็อปพิก! รับกำไรแกร่ง–นักท่องเที่ยวฟื้นตัว - ข่าวหุ้นธุรกิจออนไลน์,0.7,positive,3
19-Nov-25,03:43:25,CPALL- SPALI ปิดซื้อหุ้นคืน พบเก็บหุ้นได้ 50% ของเป้าหมาย โบรกชี้ช่วยประคองราคาระยะสั้น-กลาง - Share2Trade,0.4,positive,4
20-Nov-25,04:28:52,CP ALL เปิดเวที Approval Process Excellence Awards 2025 โชว์ผลงานสุดสร้างสรรค์ เพื่อการทำงานที่ง่าย-พนักงานมีความสุข ตอบโจทย์องค์กรยุคใหม่ - บริษัท ซีพี ออลล์ จํากัด,0.0,neutral,5
13-Nov-25,03:02:14,CPALL คาดโค้งท้ายปีโตต่อ ราคาหุ้นไม่แพง-เป้าใหม่ 73.50 บ. - HoonVision | หุ้นวิชั่น - หุ้น ข่าวหุ้น หุ้นไทยวันนี้ หุ้นวันนี้ หุ้นเด่น วิเคราะห์หุ้น ธุรกิจ การเงิน เศรษฐกิจ การลงทุน ดัชนีราคาหุ้น - HoonVision,-0.4,negative,6
13-Nov-25,09:57:34,เมื่อราคาหุ้น CPALL ร่วงเกิน 20% จากต้นปี ถึงกำไรโต ขยายสาขาต่อเนื่อง มีปันผล ควรซื้อต่อไหม? - www.thairath.co.th,0.6000000000000001,positive,7
03-Nov-25,08:00:00,CPALL ยืนหนึ่งธุรกิจค้าปลีก จ่อปิดดีลซื้อหุ้นคืน - มิติหุ้น,0.4,positive,8
17-Nov-25,08:21:53,"บล. CGSI เชียร์ ""ซื้อ"" CPALL มองหุ้น Value Play - Hoonsmart",0.4,positive,9
17-Nov-25,07:19:32,CGSI มอง CPALL เป็นหุ้น Value play น่าสนใจสุดในกลุ่มค้าปลีก - Thunhoon,0.0,neutral,10
17-Nov-25,06:41:04,ซีพี ออลล์ จัดประชุม CP ALL Analysts’ Meeting เผยผลประกอบการ ประจำปี 2567 ด้วยความโปร่งใสตามหลักธรรมาภิบาล - บริษัท ซีพี ออลล์ จํากัด,0.0,neutral,11
18-Nov-25,06:45:38,ส่องพื้นฐาน เทคนิคลงทุน CPALL-WHA - facebook.com,0.5,positive,12
18-Nov-25,06:44:23,ส่องพื้นฐาน เทคนิคลงทุน CPALL-WHA - Thunhoon,0.5,positive,13
17-Nov-25,07:53:35,คณะผู้บริหาร CP ALL และ OR ร่วมแสดงความเสียใจอย่างสุดซึ้งต่อเหตุการณ์ชายแดนไทย–กัมพูชา พร้อมลงพื้นที่ให้กำลังใจ 7-Eleven สาขา PTTOR น้ำเย็น (ศรีสะเกษ) - บริษัท ซีพี ออลล์ จํากัด,0.0,neutral,14
18-Nov-25,01:45:02,CPALL ชูธงลุย 700 สาขา วางเกมอาหารเครื่องดื่ม อ่านเพิ่มเติมคลิก https://thunhoon.com/cpall-page1-18112025 #CPALL #SET #หุ้น #ทันหุ้น #ทันหุ้นออนไลน์ #Thunhoon - facebook.com,0.0,neutral,15
17-Nov-25,18:23:42,CPALL ชูธงลุย 700 สาขา วางเกมอาหารเครื่องดื่ม - Thunhoon,0.0,neutral,16
17-Nov-25,20:48:47,ซีพี ออลล์ จัด “CP ALL CG TALK & Variety CG Game 2024” รวมพล Mister & Miss Good Governance คนรุ่นใหม่หัวใจธรรมาภิบาลขับเคลื่อนองค์กรส่งท้ายปี!!! - บริษัท ซีพี ออลล์ จํากัด,0.0,neutral,17
18-Nov-25,12:21:07,เปิดพิกัดสินค้า SME น้องใหม่ ประจำเดือนพฤษภาคม - บริษัท ซีพี ออลล์ จํากัด,0.0,neutral,18
18-Nov-25,16:05:39,ผู้บริหารเซเว่นฯ กัมพูชา ร่วมหารือแนวทางการสนับสนุนสินค้าท้องถิ่น และผู้ประกอบการ SMEs - บริษัท ซีพี ออลล์ จํากัด,0.0,neutral,19
14-Nov-25,18:58:08,CPALL ปิดจ๊อบซื้อหุ้นคืน! ทุ่ม 3.35 พันล้าน เก็บ 71.59 ล้านหุ้น - ข่าวหุ้นธุรกิจออนไลน์,0.4,positive,20
